date_key,full_date,year,quarter,month,month_name,day,day_of_week,day_name,is_weekend
2018-01-28 21:15:19,2018-01-28,2018,1,1,January,28,6,Sunday,1
2018-01-29 21:15:19,2018-01-29,2018,1,1,January,29,0,Monday,0
2018-01-30 21:15:19,2018-01-30,2018,1,1,January,30,1,Tuesday,0
2018-01-31 21:15:19,2018-01-31,2018,1,1,January,31,2,Wednesday,0
2018-02-01 21:15:19,2018-02-01,2018,1,2,February,1,3,Thursday,0
2018-02-02 21:15:19,2018-02-02,2018,1,2,February,2,4,Friday,0
2018-02-03 21:15:19,2018-02-03,2018,1,2,February,3,5,Saturday,1
2018-02-04 21:15:19,2018-02-04,2018,1,2,February,4,6,Sunday,1
2018-02-05 21:15:19,2018-02-05,2018,1,2,February,5,0,Monday,0
2018-02-06 21:15:19,2018-02-06,2018,1,2,February,6,1,Tuesday,0
2018-02-07 21:15:19,2018-02-07,2018,1,2,February,7,2,Wednesday,0
2018-02-08 21:15:19,2018-02-08,2018,1,2,February,8,3,Thursday,0
2018-02-09 21:15:19,2018-02-09,2018,1,2,February,9,4,Friday,0
2018-02-10 21:15:19,2018-02-10,2018,1,2,February,10,5,Saturday,1
2018-02-11 21:15:19,2018-02-11,2018,1,2,February,11,6,Sunday,1
2018-02-12 21:15:19,2018-02-12,2018,1,2,February,12,0,Monday,0
2018-02-13 21:15:19,2018-02-13,2018,1,2,February,13,1,Tuesday,0
2018-02-14 21:15:19,2018-02-14,2018,1,2,February,14,2,Wednesday,0
2018-02-15 21:15:19,2018-02-15,2018,1,2,February,15,3,Thursday,0
2018-02-16 21:15:19,2018-02-16,2018,1,2,February,16,4,Friday,0
2018-02-17 21:15:19,2018-02-17,2018,1,2,February,17,5,Saturday,1
2018-02-18 21:15:19,2018-02-18,2018,1,2,February,18,6,Sunday,1
2018-02-19 21:15:19,2018-02-19,2018,1,2,February,19,0,Monday,0
2018-02-20 21:15:19,2018-02-20,2018,1,2,February,20,1,Tuesday,0
2018-02-21 21:15:19,2018-02-21,2018,1,2,February,21,2,Wednesday,0
2018-02-22 21:15:19,2018-02-22,2018,1,2,February,22,3,Thursday,0
2018-02-23 21:15:19,2018-02-23,2018,1,2,February,23,4,Friday,0
2018-02-24 21:15:19,2018-02-24,2018,1,2,February,24,5,Saturday,1
2018-02-25 21:15:19,2018-02-25,2018,1,2,February,25,6,Sunday,1
2018-02-26 21:15:19,2018-02-26,2018,1,2,February,26,0,Monday,0
2018-02-27 21:15:19,2018-02-27,2018,1,2,February,27,1,Tuesday,0
2018-02-28 21:15:19,2018-02-28,2018,1,2,February,28,2,Wednesday,0
2018-03-01 21:15:19,2018-03-01,2018,1,3,March,1,3,Thursday,0
2018-03-02 21:15:19,2018-03-02,2018,1,3,March,2,4,Friday,0
2018-03-03 21:15:19,2018-03-03,2018,1,3,March,3,5,Saturday,1
2018-03-04 21:15:19,2018-03-04,2018,1,3,March,4,6,Sunday,1
2018-03-05 21:15:19,2018-03-05,2018,1,3,March,5,0,Monday,0
2018-03-06 21:15:19,2018-03-06,2018,1,3,March,6,1,Tuesday,0
2018-03-07 21:15:19,2018-03-07,2018,1,3,March,7,2,Wednesday,0
2018-03-08 21:15:19,2018-03-08,2018,1,3,March,8,3,Thursday,0
2018-03-09 21:15:19,2018-03-09,2018,1,3,March,9,4,Friday,0
2018-03-10 21:15:19,2018-03-10,2018,1,3,March,10,5,Saturday,1
2018-03-11 21:15:19,2018-03-11,2018,1,3,March,11,6,Sunday,1
2018-03-12 21:15:19,2018-03-12,2018,1,3,March,12,0,Monday,0
2018-03-13 21:15:19,2018-03-13,2018,1,3,March,13,1,Tuesday,0
2018-03-14 21:15:19,2018-03-14,2018,1,3,March,14,2,Wednesday,0
2018-03-15 21:15:19,2018-03-15,2018,1,3,March,15,3,Thursday,0
2018-03-16 21:15:19,2018-03-16,2018,1,3,March,16,4,Friday,0
2018-03-17 21:15:19,2018-03-17,2018,1,3,March,17,5,Saturday,1
2018-03-18 21:15:19,2018-03-18,2018,1,3,March,18,6,Sunday,1
2018-03-19 21:15:19,2018-03-19,2018,1,3,March,19,0,Monday,0
2018-03-20 21:15:19,2018-03-20,2018,1,3,March,20,1,Tuesday,0
2018-03-21 21:15:19,2018-03-21,2018,1,3,March,21,2,Wednesday,0
2018-03-22 21:15:19,2018-03-22,2018,1,3,March,22,3,Thursday,0
2018-03-23 21:15:19,2018-03-23,2018,1,3,March,23,4,Friday,0
2018-03-24 21:15:19,2018-03-24,2018,1,3,March,24,5,Saturday,1
2018-03-25 21:15:19,2018-03-25,2018,1,3,March,25,6,Sunday,1
2018-03-26 21:15:19,2018-03-26,2018,1,3,March,26,0,Monday,0
2018-03-27 21:15:19,2018-03-27,2018,1,3,March,27,1,Tuesday,0
2018-03-28 21:15:19,2018-03-28,2018,1,3,March,28,2,Wednesday,0
2018-03-29 21:15:19,2018-03-29,2018,1,3,March,29,3,Thursday,0
2018-03-30 21:15:19,2018-03-30,2018,1,3,March,30,4,Friday,0
2018-03-31 21:15:19,2018-03-31,2018,1,3,March,31,5,Saturday,1
2018-04-01 21:15:19,2018-04-01,2018,2,4,April,1,6,Sunday,1
2018-04-02 21:15:19,2018-04-02,2018,2,4,April,2,0,Monday,0
2018-04-03 21:15:19,2018-04-03,2018,2,4,April,3,1,Tuesday,0
2018-04-04 21:15:19,2018-04-04,2018,2,4,April,4,2,Wednesday,0
2018-04-05 21:15:19,2018-04-05,2018,2,4,April,5,3,Thursday,0
2018-04-06 21:15:19,2018-04-06,2018,2,4,April,6,4,Friday,0
2018-04-07 21:15:19,2018-04-07,2018,2,4,April,7,5,Saturday,1
2018-04-08 21:15:19,2018-04-08,2018,2,4,April,8,6,Sunday,1
2018-04-09 21:15:19,2018-04-09,2018,2,4,April,9,0,Monday,0
2018-04-10 21:15:19,2018-04-10,2018,2,4,April,10,1,Tuesday,0
2018-04-11 21:15:19,2018-04-11,2018,2,4,April,11,2,Wednesday,0
2018-04-12 21:15:19,2018-04-12,2018,2,4,April,12,3,Thursday,0
2018-04-13 21:15:19,2018-04-13,2018,2,4,April,13,4,Friday,0
2018-04-14 21:15:19,2018-04-14,2018,2,4,April,14,5,Saturday,1
2018-04-15 21:15:19,2018-04-15,2018,2,4,April,15,6,Sunday,1
2018-04-16 21:15:19,2018-04-16,2018,2,4,April,16,0,Monday,0
2018-04-17 21:15:19,2018-04-17,2018,2,4,April,17,1,Tuesday,0
2018-04-18 21:15:19,2018-04-18,2018,2,4,April,18,2,Wednesday,0
2018-04-19 21:15:19,2018-04-19,2018,2,4,April,19,3,Thursday,0
2018-04-20 21:15:19,2018-04-20,2018,2,4,April,20,4,Friday,0
2018-04-21 21:15:19,2018-04-21,2018,2,4,April,21,5,Saturday,1
2018-04-22 21:15:19,2018-04-22,2018,2,4,April,22,6,Sunday,1
2018-04-23 21:15:19,2018-04-23,2018,2,4,April,23,0,Monday,0
2018-04-24 21:15:19,2018-04-24,2018,2,4,April,24,1,Tuesday,0
2018-04-25 21:15:19,2018-04-25,2018,2,4,April,25,2,Wednesday,0
2018-04-26 21:15:19,2018-04-26,2018,2,4,April,26,3,Thursday,0
2018-04-27 21:15:19,2018-04-27,2018,2,4,April,27,4,Friday,0
2018-04-28 21:15:19,2018-04-28,2018,2,4,April,28,5,Saturday,1
2018-04-29 21:15:19,2018-04-29,2018,2,4,April,29,6,Sunday,1
2018-04-30 21:15:19,2018-04-30,2018,2,4,April,30,0,Monday,0
2018-05-01 21:15:19,2018-05-01,2018,2,5,May,1,1,Tuesday,0
2018-05-02 21:15:19,2018-05-02,2018,2,5,May,2,2,Wednesday,0
2018-05-03 21:15:19,2018-05-03,2018,2,5,May,3,3,Thursday,0
2018-05-04 21:15:19,2018-05-04,2018,2,5,May,4,4,Friday,0
2018-05-05 21:15:19,2018-05-05,2018,2,5,May,5,5,Saturday,1
2018-05-06 21:15:19,2018-05-06,2018,2,5,May,6,6,Sunday,1
2018-05-07 21:15:19,2018-05-07,2018,2,5,May,7,0,Monday,0
2018-05-08 21:15:19,2018-05-08,2018,2,5,May,8,1,Tuesday,0
2018-05-09 21:15:19,2018-05-09,2018,2,5,May,9,2,Wednesday,0
2018-05-10 21:15:19,2018-05-10,2018,2,5,May,10,3,Thursday,0
2018-05-11 21:15:19,2018-05-11,2018,2,5,May,11,4,Friday,0
2018-05-12 21:15:19,2018-05-12,2018,2,5,May,12,5,Saturday,1
2018-05-13 21:15:19,2018-05-13,2018,2,5,May,13,6,Sunday,1
2018-05-14 21:15:19,2018-05-14,2018,2,5,May,14,0,Monday,0
2018-05-15 21:15:19,2018-05-15,2018,2,5,May,15,1,Tuesday,0
2018-05-16 21:15:19,2018-05-16,2018,2,5,May,16,2,Wednesday,0
2018-05-17 21:15:19,2018-05-17,2018,2,5,May,17,3,Thursday,0
2018-05-18 21:15:19,2018-05-18,2018,2,5,May,18,4,Friday,0
2018-05-19 21:15:19,2018-05-19,2018,2,5,May,19,5,Saturday,1
2018-05-20 21:15:19,2018-05-20,2018,2,5,May,20,6,Sunday,1
2018-05-21 21:15:19,2018-05-21,2018,2,5,May,21,0,Monday,0
2018-05-22 21:15:19,2018-05-22,2018,2,5,May,22,1,Tuesday,0
2018-05-23 21:15:19,2018-05-23,2018,2,5,May,23,2,Wednesday,0
2018-05-24 21:15:19,2018-05-24,2018,2,5,May,24,3,Thursday,0
2018-05-25 21:15:19,2018-05-25,2018,2,5,May,25,4,Friday,0
2018-05-26 21:15:19,2018-05-26,2018,2,5,May,26,5,Saturday,1
2018-05-27 21:15:19,2018-05-27,2018,2,5,May,27,6,Sunday,1
2018-05-28 21:15:19,2018-05-28,2018,2,5,May,28,0,Monday,0
2018-05-29 21:15:19,2018-05-29,2018,2,5,May,29,1,Tuesday,0
2018-05-30 21:15:19,2018-05-30,2018,2,5,May,30,2,Wednesday,0
2018-05-31 21:15:19,2018-05-31,2018,2,5,May,31,3,Thursday,0
2018-06-01 21:15:19,2018-06-01,2018,2,6,June,1,4,Friday,0
2018-06-02 21:15:19,2018-06-02,2018,2,6,June,2,5,Saturday,1
2018-06-03 21:15:19,2018-06-03,2018,2,6,June,3,6,Sunday,1
2018-06-04 21:15:19,2018-06-04,2018,2,6,June,4,0,Monday,0
2018-06-05 21:15:19,2018-06-05,2018,2,6,June,5,1,Tuesday,0
2018-06-06 21:15:19,2018-06-06,2018,2,6,June,6,2,Wednesday,0
2018-06-07 21:15:19,2018-06-07,2018,2,6,June,7,3,Thursday,0
2018-06-08 21:15:19,2018-06-08,2018,2,6,June,8,4,Friday,0
2018-06-09 21:15:19,2018-06-09,2018,2,6,June,9,5,Saturday,1
2018-06-10 21:15:19,2018-06-10,2018,2,6,June,10,6,Sunday,1
2018-06-11 21:15:19,2018-06-11,2018,2,6,June,11,0,Monday,0
2018-06-12 21:15:19,2018-06-12,2018,2,6,June,12,1,Tuesday,0
2018-06-13 21:15:19,2018-06-13,2018,2,6,June,13,2,Wednesday,0
2018-06-14 21:15:19,2018-06-14,2018,2,6,June,14,3,Thursday,0
2018-06-15 21:15:19,2018-06-15,2018,2,6,June,15,4,Friday,0
2018-06-16 21:15:19,2018-06-16,2018,2,6,June,16,5,Saturday,1
2018-06-17 21:15:19,2018-06-17,2018,2,6,June,17,6,Sunday,1
2018-06-18 21:15:19,2018-06-18,2018,2,6,June,18,0,Monday,0
2018-06-19 21:15:19,2018-06-19,2018,2,6,June,19,1,Tuesday,0
2018-06-20 21:15:19,2018-06-20,2018,2,6,June,20,2,Wednesday,0
2018-06-21 21:15:19,2018-06-21,2018,2,6,June,21,3,Thursday,0
2018-06-22 21:15:19,2018-06-22,2018,2,6,June,22,4,Friday,0
2018-06-23 21:15:19,2018-06-23,2018,2,6,June,23,5,Saturday,1
2018-06-24 21:15:19,2018-06-24,2018,2,6,June,24,6,Sunday,1
2018-06-25 21:15:19,2018-06-25,2018,2,6,June,25,0,Monday,0
2018-06-26 21:15:19,2018-06-26,2018,2,6,June,26,1,Tuesday,0
2018-06-27 21:15:19,2018-06-27,2018,2,6,June,27,2,Wednesday,0
2018-06-28 21:15:19,2018-06-28,2018,2,6,June,28,3,Thursday,0
2018-06-29 21:15:19,2018-06-29,2018,2,6,June,29,4,Friday,0
2018-06-30 21:15:19,2018-06-30,2018,2,6,June,30,5,Saturday,1
2018-07-01 21:15:19,2018-07-01,2018,3,7,July,1,6,Sunday,1
2018-07-02 21:15:19,2018-07-02,2018,3,7,July,2,0,Monday,0
2018-07-03 21:15:19,2018-07-03,2018,3,7,July,3,1,Tuesday,0
2018-07-04 21:15:19,2018-07-04,2018,3,7,July,4,2,Wednesday,0
2018-07-05 21:15:19,2018-07-05,2018,3,7,July,5,3,Thursday,0
2018-07-06 21:15:19,2018-07-06,2018,3,7,July,6,4,Friday,0
2018-07-07 21:15:19,2018-07-07,2018,3,7,July,7,5,Saturday,1
2018-07-08 21:15:19,2018-07-08,2018,3,7,July,8,6,Sunday,1
2018-07-09 21:15:19,2018-07-09,2018,3,7,July,9,0,Monday,0
2018-07-10 21:15:19,2018-07-10,2018,3,7,July,10,1,Tuesday,0
2018-07-11 21:15:19,2018-07-11,2018,3,7,July,11,2,Wednesday,0
2018-07-12 21:15:19,2018-07-12,2018,3,7,July,12,3,Thursday,0
2018-07-13 21:15:19,2018-07-13,2018,3,7,July,13,4,Friday,0
2018-07-14 21:15:19,2018-07-14,2018,3,7,July,14,5,Saturday,1
2018-07-15 21:15:19,2018-07-15,2018,3,7,July,15,6,Sunday,1
2018-07-16 21:15:19,2018-07-16,2018,3,7,July,16,0,Monday,0
2018-07-17 21:15:19,2018-07-17,2018,3,7,July,17,1,Tuesday,0
2018-07-18 21:15:19,2018-07-18,2018,3,7,July,18,2,Wednesday,0
2018-07-19 21:15:19,2018-07-19,2018,3,7,July,19,3,Thursday,0
2018-07-20 21:15:19,2018-07-20,2018,3,7,July,20,4,Friday,0
2018-07-21 21:15:19,2018-07-21,2018,3,7,July,21,5,Saturday,1
2018-07-22 21:15:19,2018-07-22,2018,3,7,July,22,6,Sunday,1
2018-07-23 21:15:19,2018-07-23,2018,3,7,July,23,0,Monday,0
2018-07-24 21:15:19,2018-07-24,2018,3,7,July,24,1,Tuesday,0
2018-07-25 21:15:19,2018-07-25,2018,3,7,July,25,2,Wednesday,0
2018-07-26 21:15:19,2018-07-26,2018,3,7,July,26,3,Thursday,0
2018-07-27 21:15:19,2018-07-27,2018,3,7,July,27,4,Friday,0
2018-07-28 21:15:19,2018-07-28,2018,3,7,July,28,5,Saturday,1
2018-07-29 21:15:19,2018-07-29,2018,3,7,July,29,6,Sunday,1
2018-07-30 21:15:19,2018-07-30,2018,3,7,July,30,0,Monday,0
2018-07-31 21:15:19,2018-07-31,2018,3,7,July,31,1,Tuesday,0
2018-08-01 21:15:19,2018-08-01,2018,3,8,August,1,2,Wednesday,0
2018-08-02 21:15:19,2018-08-02,2018,3,8,August,2,3,Thursday,0
2018-08-03 21:15:19,2018-08-03,2018,3,8,August,3,4,Friday,0
2018-08-04 21:15:19,2018-08-04,2018,3,8,August,4,5,Saturday,1
2018-08-05 21:15:19,2018-08-05,2018,3,8,August,5,6,Sunday,1
2018-08-06 21:15:19,2018-08-06,2018,3,8,August,6,0,Monday,0
2018-08-07 21:15:19,2018-08-07,2018,3,8,August,7,1,Tuesday,0
2018-08-08 21:15:19,2018-08-08,2018,3,8,August,8,2,Wednesday,0
2018-08-09 21:15:19,2018-08-09,2018,3,8,August,9,3,Thursday,0
2018-08-10 21:15:19,2018-08-10,2018,3,8,August,10,4,Friday,0
2018-08-11 21:15:19,2018-08-11,2018,3,8,August,11,5,Saturday,1
2018-08-12 21:15:19,2018-08-12,2018,3,8,August,12,6,Sunday,1
2018-08-13 21:15:19,2018-08-13,2018,3,8,August,13,0,Monday,0
2018-08-14 21:15:19,2018-08-14,2018,3,8,August,14,1,Tuesday,0
2018-08-15 21:15:19,2018-08-15,2018,3,8,August,15,2,Wednesday,0
2018-08-16 21:15:19,2018-08-16,2018,3,8,August,16,3,Thursday,0
2018-08-17 21:15:19,2018-08-17,2018,3,8,August,17,4,Friday,0
2018-08-18 21:15:19,2018-08-18,2018,3,8,August,18,5,Saturday,1
2018-08-19 21:15:19,2018-08-19,2018,3,8,August,19,6,Sunday,1
2018-08-20 21:15:19,2018-08-20,2018,3,8,August,20,0,Monday,0
2018-08-21 21:15:19,2018-08-21,2018,3,8,August,21,1,Tuesday,0
2018-08-22 21:15:19,2018-08-22,2018,3,8,August,22,2,Wednesday,0
2018-08-23 21:15:19,2018-08-23,2018,3,8,August,23,3,Thursday,0
2018-08-24 21:15:19,2018-08-24,2018,3,8,August,24,4,Friday,0
2018-08-25 21:15:19,2018-08-25,2018,3,8,August,25,5,Saturday,1
2018-08-26 21:15:19,2018-08-26,2018,3,8,August,26,6,Sunday,1
2018-08-27 21:15:19,2018-08-27,2018,3,8,August,27,0,Monday,0
2018-08-28 21:15:19,2018-08-28,2018,3,8,August,28,1,Tuesday,0
2018-08-29 21:15:19,2018-08-29,2018,3,8,August,29,2,Wednesday,0
2018-08-30 21:15:19,2018-08-30,2018,3,8,August,30,3,Thursday,0
2018-08-31 21:15:19,2018-08-31,2018,3,8,August,31,4,Friday,0
2018-09-01 21:15:19,2018-09-01,2018,3,9,September,1,5,Saturday,1
2018-09-02 21:15:19,2018-09-02,2018,3,9,September,2,6,Sunday,1
2018-09-03 21:15:19,2018-09-03,2018,3,9,September,3,0,Monday,0
2018-09-04 21:15:19,2018-09-04,2018,3,9,September,4,1,Tuesday,0
2018-09-05 21:15:19,2018-09-05,2018,3,9,September,5,2,Wednesday,0
2018-09-06 21:15:19,2018-09-06,2018,3,9,September,6,3,Thursday,0
2018-09-07 21:15:19,2018-09-07,2018,3,9,September,7,4,Friday,0
2018-09-08 21:15:19,2018-09-08,2018,3,9,September,8,5,Saturday,1
2018-09-09 21:15:19,2018-09-09,2018,3,9,September,9,6,Sunday,1
2018-09-10 21:15:19,2018-09-10,2018,3,9,September,10,0,Monday,0
2018-09-11 21:15:19,2018-09-11,2018,3,9,September,11,1,Tuesday,0
2018-09-12 21:15:19,2018-09-12,2018,3,9,September,12,2,Wednesday,0
2018-09-13 21:15:19,2018-09-13,2018,3,9,September,13,3,Thursday,0
2018-09-14 21:15:19,2018-09-14,2018,3,9,September,14,4,Friday,0
2018-09-15 21:15:19,2018-09-15,2018,3,9,September,15,5,Saturday,1
2018-09-16 21:15:19,2018-09-16,2018,3,9,September,16,6,Sunday,1
2018-09-17 21:15:19,2018-09-17,2018,3,9,September,17,0,Monday,0
2018-09-18 21:15:19,2018-09-18,2018,3,9,September,18,1,Tuesday,0
2018-09-19 21:15:19,2018-09-19,2018,3,9,September,19,2,Wednesday,0
2018-09-20 21:15:19,2018-09-20,2018,3,9,September,20,3,Thursday,0
2018-09-21 21:15:19,2018-09-21,2018,3,9,September,21,4,Friday,0
2018-09-22 21:15:19,2018-09-22,2018,3,9,September,22,5,Saturday,1
2018-09-23 21:15:19,2018-09-23,2018,3,9,September,23,6,Sunday,1
2018-09-24 21:15:19,2018-09-24,2018,3,9,September,24,0,Monday,0
2018-09-25 21:15:19,2018-09-25,2018,3,9,September,25,1,Tuesday,0
2018-09-26 21:15:19,2018-09-26,2018,3,9,September,26,2,Wednesday,0
2018-09-27 21:15:19,2018-09-27,2018,3,9,September,27,3,Thursday,0
2018-09-28 21:15:19,2018-09-28,2018,3,9,September,28,4,Friday,0
2018-09-29 21:15:19,2018-09-29,2018,3,9,September,29,5,Saturday,1
2018-09-30 21:15:19,2018-09-30,2018,3,9,September,30,6,Sunday,1
2018-10-01 21:15:19,2018-10-01,2018,4,10,October,1,0,Monday,0
2018-10-02 21:15:19,2018-10-02,2018,4,10,October,2,1,Tuesday,0
2018-10-03 21:15:19,2018-10-03,2018,4,10,October,3,2,Wednesday,0
2018-10-04 21:15:19,2018-10-04,2018,4,10,October,4,3,Thursday,0
2018-10-05 21:15:19,2018-10-05,2018,4,10,October,5,4,Friday,0
2018-10-06 21:15:19,2018-10-06,2018,4,10,October,6,5,Saturday,1
2018-10-07 21:15:19,2018-10-07,2018,4,10,October,7,6,Sunday,1
2018-10-08 21:15:19,2018-10-08,2018,4,10,October,8,0,Monday,0
2018-10-09 21:15:19,2018-10-09,2018,4,10,October,9,1,Tuesday,0
2018-10-10 21:15:19,2018-10-10,2018,4,10,October,10,2,Wednesday,0
2018-10-11 21:15:19,2018-10-11,2018,4,10,October,11,3,Thursday,0
2018-10-12 21:15:19,2018-10-12,2018,4,10,October,12,4,Friday,0
2018-10-13 21:15:19,2018-10-13,2018,4,10,October,13,5,Saturday,1
2018-10-14 21:15:19,2018-10-14,2018,4,10,October,14,6,Sunday,1
2018-10-15 21:15:19,2018-10-15,2018,4,10,October,15,0,Monday,0
2018-10-16 21:15:19,2018-10-16,2018,4,10,October,16,1,Tuesday,0
